usage_date,client_id,service_type,domain,action,product_id,invoice_category,timezone,bandwidth_mb,total_request,success_request,usd_rate,revenue_usd
2026-01-02,11,Scraper,freshroute.my,freshroute-my-menu,61,Food Regular FreshRoute,Asia/Jakarta,0.0,3743,3518,0.00110000,3.869800
2026-01-02,11,Scraper,freshroute.id,freshroute-delivery,62,Logistic,Asia/Jakarta,0.0,3708,3453,0.00090000,3.107700
2026-01-02,12,Proxy,gateway.dfproxy.net,proxy-globalwear-t1,65,Proxy Gateway,UTC,4103.79,58563,54555,0.00048000,1.969819
2026-01-02,12,Scraper,globalwear.com,globalwear-pdp,63,GlobalWear/Retail,Europe/Berlin,0.0,4348,4114,0.00180000,7.405200
2026-01-02,12,Scraper,globalwear.eu,globalwear-eu-plp,64,GlobalWear/Retail EU,Europe/Berlin,0.0,2772,2606,0.00150000,3.909000
2026-01-02,13,Account,auth.dfnet.io,tokopanda-account-pool,67,Account Pool SEA,Asia/Jakarta,0.0,6350,6120,0.00020000,1.224000
2026-01-02,13,Scraper,tokopanda.co.id,tokopanda-pdp,66,Tokopanda/Retail,Asia/Jakarta,0.0,1971,1916,0.00180000,3.448800
2026-01-02,14,Account,auth.dfnet.io,pixelbay-account-pool,69,Account Pool Global,UTC,0.0,2163,2121,0.00020000,0.424200
2026-01-02,14,Scraper,pixelbay.io,pixelbay-asset,68,Pixelbay Catalog,UTC,0.0,1394,1355,0.00090000,1.219500
2026-01-03,1,Account,auth.dfnet.io,rakuza-account-pool,11,Account Pool KR,Asia/Seoul,0.0,44881,43157,0.00020000,8.631400
2026-01-03,1,Scraper,rakuza.co.kr,rakuza-pdp,1,Rakuza/Retail,Asia/Seoul,0.0,24216,23678,0.00300000,71.034000
2026-01-03,1,Scraper,m.rakuza.co.kr,rakuza-mobile-pdp,2,Rakuza/Retail,Asia/Seoul,0.0,8485,8223,0.00300000,24.669000
2026-01-03,1,Scraper,rakuza.co.kr,rakuza-plp,3,Rakuza/Retail,Asia/Seoul,0.0,13089,12318,0.00150000,18.477000
2026-01-03,1,Scraper,rakuza.com,rakuza-deal,5,Rakuza Promo,Asia/Seoul,0.0,13487,12694,0.00125000,15.867500
2026-01-03,1,Scraper,rakuza.com,rakuza-brand-store,7,Rakuza Promo,Asia/Seoul,0.0,9216,8888,0.00125000,11.110000
2026-01-03,2,Payments,pay.vendora.com.br,vendora-checkout,17,Payments/Vendora,America/Sao_Paulo,0.0,23411,22375,0.00028000,6.265000
2026-01-03,2,Proxy,gateway.dfproxy.net,proxy-vendora-t1,13,Proxy Gateway,Asia/Jakarta,53847.19,666123,648165,0.00045000,24.231236
2026-01-03,2,Proxy,edge.dfproxy.net,proxy-vendora-t2,15,Proxy Edge,Indian/Cocos,23428.59,269327,249823,0.00050000,11.714295
2026-01-03,2,Scraper,vendora.com.br,vendora-pdp,12,Vendora/Retail,America/Sao_Paulo,0.0,26498,25816,0.00180000,46.468800
2026-01-03,2,Scraper,vendora.mx,vendora-mx-plp,14,Vendora/Retail LATAM,America/Sao_Paulo,0.0,9168,8849,0.00150000,13.273500
2026-01-03,2,Scraper,vendora.com.br,vendora-seller,16,Vendora Marketplace,America/Sao_Paulo,0.0,8378,8055,0.00090000,7.249500
2026-01-03,2,Scraper,vendora.com.br,vendora-category,18,Vendora Discovery,America/Sao_Paulo,0.0,9393,9038,0.00090000,8.134200
2026-01-03,3,Proxy,gateway.dfproxy.net,proxy-zenkart-t1,21,Proxy Gateway,Indian/Cocos,34471.2,378334,361649,0.00048000,16.546176
2026-01-03,3,Scraper,zenkart.co.id,zenkart-pdp,20,Zenkart/Retail,Asia/Jakarta,0.0,20134,18917,0.00180000,34.050600
2026-01-03,3,Scraper,zenkart.co.id,zenkart-food,22,Food Regular Zenkart,Asia/Jakarta,0.0,8412,8270,0.00110000,9.097000
2026-01-03,3,Scraper,zenkart.sg,zenkart-sg-plp,23,Zenkart/Retail SG,Asia/Jakarta,0.0,4321,4128,0.00150000,6.192000
2026-01-03,3,Scraper,zenkart.co.id,zenkart-transport,24,Transport,Asia/Jakarta,0.0,7001,6739,0.00090000,6.065100
2026-01-03,3,Scraper,zenkart.co.id,zenkart-brand-store,26,Zenkart Promo,Asia/Jakarta,0.0,5457,5362,0.00125000,6.702500
2026-01-03,3,Scraper,zenkart.sg,zenkart-voucher,27,Zenkart Promo,Asia/Jakarta,0.0,8613,8318,0.00060000,4.990800
2026-01-03,4,Payments,payhub.io,payhub-retail,29,Payments/Retail,UTC,0.0,115988,109077,0.00028000,30.541560
2026-01-03,4,Payments,payhub.io,payhub-subscription,30,Payments/Subscription,UTC,0.0,38120,36854,0.00028000,10.319120
2026-01-03,4,Payments,api.payhub.io,payhub-payout,31,Payments/Payout,UTC,0.0,18712,17793,0.00032000,5.693760
2026-01-03,5,Proxy,gateway.dfproxy.net,proxy-mercora-t1,36,Proxy Gateway,Asia/Seoul,17908.88,255396,247372,0.00045000,8.058996
2026-01-03,5,Scraper,mercora.com,mercora-pdp,34,Mercora/Retail,Europe/Moscow,0.0,16699,15474,0.00180000,27.853200
2026-01-03,5,Scraper,mercora.com,mercora-price,35,Mercora Pricing,Europe/Moscow,0.0,10139,9561,0.00120000,11.473200
2026-01-03,5,Scraper,mercora.ru,mercora-seller,37,Mercora Marketplace,Europe/Moscow,0.0,6347,5936,0.00090000,5.342400
2026-01-03,5,Scraper,mercora.ru,mercora-review,38,Mercora Reviews,Europe/Moscow,0.0,8182,7809,0.00060000,4.685400
2026-01-03,6,Payments,pay.lumina-retail.com,lumina-checkout,43,Payments/Lumina,Asia/Singapore,0.0,7785,7453,0.00028000,2.086840
2026-01-03,6,Proxy,gateway.dfproxy.net,proxy-lumina-t1,41,Proxy Gateway,UTC,14529.15,188984,184284,0.00048000,6.973992
2026-01-03,6,Scraper,lumina-retail.com,lumina-pdp,40,Lumina/Retail,Asia/Singapore,0.0,6005,5871,0.00180000,10.567800
2026-01-03,6,Scraper,luminahome.com,lumina-home-plp,42,Lumina Home,Asia/Singapore,0.0,3168,2937,0.00150000,4.405500
2026-01-03,6,Scraper,lumina-retail.com,lumina-stock,44,Lumina Inventory,Asia/Singapore,0.0,2996,2787,0.00090000,2.508300
2026-01-03,6,Scraper,luminahome.com,lumina-review,45,Lumina Reviews,Asia/Singapore,0.0,7343,6916,0.00060000,4.149600
2026-01-03,7,Scraper,skyfare.com,skyfare-fare,46,Skyfare/Flights,Asia/Bangkok,0.0,3849,3632,0.00250000,9.080000
2026-01-03,7,Scraper,skyfare.com,skyfare-bundle,47,Skyfare Ancillary,Asia/Bangkok,0.0,4332,4102,0.00120000,4.922400
2026-01-03,7,Scraper,skyfare.com,skyfare-seat,48,Skyfare/Flights,Asia/Bangkok,0.0,3275,3128,0.00090000,2.815200
2026-01-03,7,Scraper,skyfare.com,skyfare-baggage,49,Skyfare Ancillary,Asia/Bangkok,0.0,4091,3871,0.00060000,2.322600
2026-01-03,8,Proxy,edge.dfproxy.net,proxy-nomadly-t1,51,Proxy Edge,Indian/Cocos,8920.04,89628,84427,0.00050000,4.460020
2026-01-03,8,Scraper,nomadly.travel,nomadly-hotel,50,Nomadly/Hotels,Europe/Paris,0.0,4073,3984,0.00220000,8.764800
2026-01-03,8,Scraper,nomadly.travel,nomadly-prorate,52,Nomadly Prorate,Europe/Paris,0.0,2626,2570,0.00090000,2.313000
2026-01-03,8,Scraper,nomadly.travel,nomadly-review,53,Nomadly Reviews,Europe/Paris,0.0,3241,3065,0.00060000,1.839000
2026-01-03,9,Proxy,gateway.dfproxy.net,proxy-kiosko-t1,55,Proxy Gateway,Asia/Jakarta,10454.09,169089,162646,0.00045000,4.704340
2026-01-03,9,Scraper,kiosko.cl,kiosko-pdp,54,Kiosko/Retail,America/Santiago,0.0,5779,5420,0.00180000,9.756000
2026-01-03,9,Scraper,kiosko.pe,kiosko-pe-plp,56,Kiosko/Retail LATAM,America/Santiago,0.0,1789,1672,0.00150000,2.508000
2026-01-03,10,Account,auth.dfnet.io,bytecart-account-pool,59,Account Pool Global,UTC,0.0,11950,11256,0.00020000,2.251200
2026-01-03,10,Proxy,edge.dfproxy.net,proxy-bytecart-t1,58,Proxy Edge,Europe/Amsterdam,7591.35,96313,94125,0.00050000,3.795675
2026-01-03,10,Scraper,bytecart.io,bytecart-serp,57,Bytecart Search,UTC,0.0,32863,30523,0.00028000,8.546440
2026-01-03,11,Scraper,freshroute.id,freshroute-menu,60,Food Regular FreshRoute,Asia/Jakarta,0.0,5680,5397,0.00110000,5.936700
2026-01-03,11,Scraper,freshroute.my,freshroute-my-menu,61,Food Regular FreshRoute,Asia/Jakarta,0.0,2592,2388,0.00110000,2.626800
2026-01-03,11,Scraper,freshroute.id,freshroute-delivery,62,Logistic,Asia/Jakarta,0.0,2194,2019,0.00090000,1.817100
2026-01-03,12,Proxy,gateway.dfproxy.net,proxy-globalwear-t1,65,Proxy Gateway,UTC,3157.35,45128,41973,0.00048000,1.515528
2026-01-03,12,Scraper,globalwear.com,globalwear-pdp,63,GlobalWear/Retail,Europe/Berlin,0.0,2947,2810,0.00180000,5.058000
2026-01-03,12,Scraper,globalwear.eu,globalwear-eu-plp,64,GlobalWear/Retail EU,Europe/Berlin,0.0,1348,1272,0.00150000,1.908000
2026-01-03,13,Account,auth.dfnet.io,tokopanda-account-pool,67,Account Pool SEA,Asia/Jakarta,0.0,4976,4776,0.00020000,0.955200
2026-01-03,13,Scraper,tokopanda.co.id,tokopanda-pdp,66,Tokopanda/Retail,Asia/Jakarta,0.0,1247,1212,0.00180000,2.181600
2026-01-03,14,Account,auth.dfnet.io,pixelbay-account-pool,69,Account Pool Global,UTC,0.0,1863,1835,0.00020000,0.367000
2026-01-03,14,Scraper,pixelbay.io,pixelbay-asset,68,Pixelbay Catalog,UTC,0.0,994,985,0.00090000,0.886500
2026-01-04,1,Scraper,rakuza.co.kr,rakuza-pdp,1,Rakuza/Retail,Asia/Seoul,0.0,22173,21332,0.00300000,63.996000
2026-01-04,1,Scraper,m.rakuza.co.kr,rakuza-mobile-pdp,2,Rakuza/Retail,Asia/Seoul,0.0,8226,8046,0.00300000,24.138000
2026-01-04,1,Scraper,rakuza.co.kr,rakuza-plp,3,Rakuza/Retail,Asia/Seoul,0.0,10942,10152,0.00150000,15.228000
2026-01-04,1,Scraper,rakuza.com,rakuza-deal,5,Rakuza Promo,Asia/Seoul,0.0,8899,8274,0.00125000,10.342500
2026-01-04,1,Scraper,rakuza.com,rakuza-brand-store,7,Rakuza Promo,Asia/Seoul,0.0,8317,7951,0.00125000,9.938750
2026-01-04,1,Scraper,rakuza.com,rakuza-sitemap,10,Rakuza Discovery,Asia/Seoul,0.0,28287,27402,0.00028000,7.672560
2026-01-04,2,Proxy,gateway.dfproxy.net,proxy-vendora-t1,13,Proxy Gateway,Asia/Jakarta,42759.46,523200,514701,0.00045000,19.241757
2026-01-04,2,Proxy,edge.dfproxy.net,proxy-vendora-t2,15,Proxy Edge,Indian/Cocos,15884.43,178893,169378,0.00050000,7.942215
2026-01-04,2,Scraper,vendora.com.br,vendora-pdp,12,Vendora/Retail,America/Sao_Paulo,0.0,17304,17046,0.00180000,30.682800
2026-01-04,2,Scraper,vendora.mx,vendora-mx-plp,14,Vendora/Retail LATAM,America/Sao_Paulo,0.0,6762,6423,0.00150000,9.634500
2026-01-04,2,Scraper,vendora.com.br,vendora-seller,16,Vendora Marketplace,America/Sao_Paulo,0.0,7299,7134,0.00090000,6.420600
2026-01-04,3,Account,auth.dfnet.io,zenkart-account-pool,28,Account Pool SEA,Asia/Jakarta,0.0,19088,18354,0.00020000,3.670800
2026-01-04,3,Proxy,gateway.dfproxy.net,proxy-zenkart-t1,21,Proxy Gateway,Indian/Cocos,39730.62,431720,416828,0.00048000,19.070698
2026-01-04,3,Proxy,edge.dfproxy.net,proxy-zenkart-t2,25,Proxy Edge,Asia/Jakarta,10618.13,127064,119553,0.00050000,5.309065
2026-01-04,3,Scraper,zenkart.co.id,zenkart-pdp,20,Zenkart/Retail,Asia/Jakarta,0.0,15535,14640,0.00180000,26.352000
2026-01-04,3,Scraper,zenkart.co.id,zenkart-food,22,Food Regular Zenkart,Asia/Jakarta,0.0,6783,6697,0.00110000,7.366700
